Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,A,ABBV,ABT,ACN,ADBE,AES,AFL,AMD,AOS,MMM,A,ABBV,ABT,ACN,ADBE,AES,AFL,AMD,AOS,MMM,A,ABBV,ABT,ACN,ADBE,AES,AFL,AMD,AOS,MMM,A,ABBV,ABT,ACN,ADBE,AES,AFL,AMD,AOS,MMM,A,ABBV,ABT,ACN,ADBE,AES,AFL,AMD,AOS,MMM
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-20,70.39973449707031,61.374202728271484,77.2476577758789,172.56605529785156,302.1099853515625,14.221149444580078,48.71128463745117,30.010000228881836,41.44813919067383,117.3541259765625,70.49575012796964,62.02445423484895,77.59324168150752,172.97314024260626,302.6600036621094,14.27994897814334,48.84331873580666,31.360000610351562,41.54764422426783,117.58352222357462,69.47797125449523,61.17051423814236,76.68380377762746,170.67866402985203,293.25,13.94395049909104,48.086330401803956,29.84000015258789,40.76065520059547,115.8428392207787,70.30371886617098,61.29586054151984,77.15670843472245,170.96547002713447,293.25,14.061549566217563,48.82571396550815,31.239999771118164,41.52050774264128,116.63221299525102,2077800,5347000,6436400,2122000,5632500,6072100,3248600,72418200,1525600,3664783
2019-06-21,70.41896057128906,61.71892547607422,77.30220031738281,171.6778564453125,299.3299865722656,14.078351974487305,48.367984771728516,29.100000381469727,41.58382797241211,116.95604705810547,70.61099922918304,61.953958051359066,77.62959842674489,173.29693519467727,304.0,14.212751386001049,49.001739513964345,30.350000381469727,41.78283458635156,117.77240998959233,69.6604316805666,59.87785689343185,76.76563543387525,171.33554145582278,299.0899963378906,13.994351941749374,48.33277524222498,28.969999313354492,41.14962701828634,116.47027768513667,70.22692923892086,61.22536424052805,77.62959842674489,173.10265365041144,301.4599914550781,14.212751386001049,48.70246858648097,29.649999618530273,41.46623080231895,117.2259271403832,3096200,10516900,8855400,3306600,4015500,5048000,4826900,81861300,2274100,5837437
2019-06-24,70.22691345214844,61.46036911010742,77.0384750366211,172.18673706054688,299.8699951171875,13.969151496887207,48.429603576660156,29.260000228881836,41.493370056152344,116.97628021240234,70.74540672361799,62.13412254545805,77.60232896923141,173.1489263567524,302.5799865722656,14.170752216983416,48.693668353164405,29.399999618530273,42.08135249518418,117.62397266110553,69.38196552393369,60.99031010284815,76.97481466829893,171.6963885561467,298.69000244140625,13.851552411970559,48.262363335019494,28.670000076293945,41.45718922893279,116.94929097493832,70.40934830475554,61.42903702313142,77.10213540494324,172.14973575260558,300.0,14.145551726429547,48.376789278252986,29.31999969482422,41.6742879951408,116.95603828430433,1251600,5182700,4531600,1703100,2868900,3864200,3910700,55724800,1526700,3243432
2019-06-25,69.62201690673828,51.47160339355469,76.61105346679688,171.0672607421875,287.9700012207031,13.98595142364502,48.367984771728516,28.860000610351562,41.692386627197266,116.06547546386719,70.69740398006634,55.36527072354013,77.71147258961334,172.69560070661998,300.6499938964844,14.069951454253129,48.72887405472584,29.719999313354492,41.82807596525125,116.98303572634681,69.52600125026613,50.970206189806675,76.61105346679688,170.67868346447037,287.0,13.876752505371602,48.29756571272145,28.799999237060547,41.35769063091349,115.5594641637528,70.2749336264839,55.20858633879118,77.24766421566056,172.56607494738094,299.2099914550781,14.002751750200106,48.50001547071844,29.260000228881836,41.466240030922755,116.88858570120684,1340400,90131800,4915300,1863300,4638500,4843600,2674500,53680900,1023400,3268907
2019-06-26,69.26673889160156,53.27349090576172,75.44696807861328,169.59617614746094,288.7200012207031,13.70875358581543,47.74302291870117,29.920000076293945,41.77379608154297,115.96424865722656,70.26531766166454,53.594701587595736,76.72927886043445,172.02016370579358,292.760009765625,13.977552424412993,48.403186378895924,30.479999542236328,41.97280617402045,116.88182109654359,69.17072325180246,52.33337286886287,75.14685190348995,169.59617614746094,288.70001220703125,13.675154532074462,47.68140457327253,29.780000686645508,41.47528094282676,115.85630402838053,69.74682441612086,52.67807962792594,76.43825900716776,171.74261865502703,291.260009765625,13.977552424412993,48.36797685515528,29.979999542236328,41.77379608154297,116.28134754753118,1583800,42093800,5731400,2395300,2896800,4009800,2779200,65064200,1311500,2167391
2019-06-27,70.2749252319336,54.84035873413086,76.1108627319336,169.30938720703125,293.2300109863281,13.89355182647705,48.01589584350586,30.739999771118164,41.68333053588867,115.70790100097656,70.36133711477886,55.31041775642703,76.3746005647684,169.41115844162698,294.6700134277344,13.89355182647705,48.35037965582911,30.959999084472656,42.22608083371881,116.57824246987344,69.32435056749078,53.35183351592236,75.54700871637701,164.67420086898215,290.0400085449219,13.67515240356804,47.848655616227,30.209999084472656,41.565733372760654,115.13441656116713,69.66041631328676,53.3988436021393,75.83802857701184,165.42360081589308,290.0400085449219,13.691951126740113,47.848655616227,30.40999984741211,41.90947706843827,116.38933009337869,1480200,22129200,4111600,3434500,2596800,4797000,2979300,55623300,1309700,2055326
2019-06-28,71.69596099853516,56.971309661865234,76.48373413085938,170.947021484375,294.6499938964844,14.078351974487305,48.24475860595703,30.3700008392334,42.660282135009766,116.94929504394531,71.7247649541159,56.98697570869156,76.62924754078533,171.6224048931187,295.1000061035156,14.103552464958893,48.37678931542771,31.110000610351562,42.79597143601445,117.64421868238897,70.18849294378646,55.09890326701268,75.59248877967735,169.18915549759888,291.95001220703125,13.885153020707218,48.06871430223032,30.329999923706055,41.69237524329505,115.89005362488669,70.34212380758079,55.29476172653388,76.22909260195023,170.44741196878294,294.5,13.901951745520913,48.2359545439995,31.079999923706055,41.85520102421175,115.94401978908405,3159700,21381500,16436700,2937900,2648300,6924600,3337200,50090900,3325500,4306557
2019-07-01,72.92193603515625,57.504051208496094,76.8384017944336,172.88983154296875,300.9700012207031,14.086751937866211,49.13377380371094,31.200000762939453,42.452247619628906,117.7386703491211,73.02778794332593,57.856594083393205,77.28403133541107,172.97310917016142,301.8999938964844,14.179150530614725,49.151378568546185,32.040000915527344,43.42919931195729,118.59551702773997,72.09437057582049,56.6266030619807,76.16541973003555,170.63237115830606,297.6600036621094,13.994351742950355,48.55282999521004,30.8700008392334,42.226100979187976,117.0707360095985,72.74872448921039,57.58239340545917,77.06576125631429,171.0024547312601,299.54998779296875,14.128751152554868,48.84330357834327,31.790000915527344,43.42015496465817,118.37961545268598,2753200,18010900,4527600,2397800,2619500,3894300,2890000,60275900,1596500,2519613
2019-07-02,72.75835418701172,58.1542854309082,77.25674438476562,174.4904022216797,301.3900146484375,14.237951278686523,49.4770622253418,31.239999771118164,42.50651168823242,117.40811920166016,73.30685622837834,58.16995147477125,77.2658407062467,174.61992793228404,301.5799865722656,14.3807508476953,49.50347105356005,31.260000228881836,42.624105422526355,118.13676727241933,72.41193107229066,56.65792421418716,76.52919825086572,172.3069587306035,299.3599853515625,14.086751546539901,49.03695314305034,30.729999542236328,41.9275735585389,116.76716155419213,72.9893004829423,57.34734370953066,77.07485958590573,172.92683278258463,301.19000244140625,14.145551086337521,49.265811746190764,30.959999084472656,42.307501598315184,118.13676727241933,1877000,12862200,4023300,2123500,1816600,5548100,2560800,37721700,1525900,1860258
2019-07-03,73.90345001220703,58.726192474365234,77.8842544555664,176.68310546875,305.70001220703125,14.515151023864746,50.04041290283203,31.190000534057617,42.32558822631836,118.05579376220703,74.02854434994065,58.73402848536576,77.89335077654755,176.68310546875,305.8599853515625,14.641150273284433,50.11083198403538,31.329999923706055,42.615055528106396,118.09626531194039,72.84493122504627,57.801740421431354,77.22945811412296,174.02782114794817,301.2900085449219,14.30515174077614,49.63551325921261,30.739999771118164,42.0994416811263,116.6726936330174,72.99890026377797,58.24829741445979,77.34768947149799,175.16579812582827,302.0,14.321950465776018,49.67072279981428,31.1299991607666,42.615055528106396,117.50929855839973,1153100,7434100,2437500,1106900,1585300,5265100,1599400,23462000,816700,1400157
2019-07-05,72.89307403564453,57.18284225463867,77.68417358398438,177.0717010498047,303.9800109863281,14.380748748779297,50.00518798828125,31.5,42.52460861206055,116.04524230957031,73.58592027044938,58.593025753460594,77.75693027169112,177.3955224423799,305.239990234375,14.431148118083124,50.13721867942952,31.559999465942383,42.57888504274525,116.9088364712494,72.46004880971671,56.88513950583257,76.97481322499266,174.16661178185169,298.92999267578125,14.204348552965309,49.74992395118977,30.75,41.70143505898877,114.51371367373606,73.46081854704546,58.48334547878852,77.44772475662688,175.71167378858263,304.010009765625,14.422747956171309,50.09320844904676,30.8799991607666,42.06327102877301,116.7199240940749,1493100,10854900,3784700,2111000,2872700,3812200,2153500,34011900,825200,2081638
2019-07-08,71.05509185791016,55.7961540222168,77.3840560913086,176.072509765625,302.9200134277344,14.405945777893066,49.86435317993164,32.040000915527344,40.89634323120117,114.14936065673828,73.12400523131969,57.1906651756389,77.556851486961,176.84041742879896,303.1099853515625,14.456345140709063,50.11961385896872,32.150001525878906,42.244178252028945,115.01970195429084,70.72791861551693,55.52978343247167,77.02028653608599,175.65617802751188,300.1300048828125,14.305147052261074,49.78513342222625,31.260000228881836,40.75160957030285,113.8659983040868,72.68135519309119,56.8146143363297,77.556851486961,176.76640070156262,302.760009765625,14.321945771755168,49.89075864657833,31.799999237060547,42.1808574910561,114.64187727568377,2217400,13487400,3591100,1877200,1909200,3363100,1855700,49689400,1971500,2733219
2019-07-09,70.67980194091797,55.81182861328125,77.5477523803711,176.79417419433594,304.20001220703125,14.330345153808594,49.758731842041016,33.150001525878906,40.760658264160156,111.79476165771484,71.28604594621557,56.75978290230236,77.63870170436859,176.84968321641213,305.1300048828125,14.43954563650346,49.95238091301707,33.18000030517578,41.15867497772855,112.9754549606995,70.3526286962454,55.537627947386916,77.13850817621942,174.92530457061017,300.2200012207031,14.246345152235643,49.512271830083,30.100000381469727,40.38977803425789,110.84346462899323,70.71829420646456,55.764824492592574,77.2658289036648,174.92530457061017,300.55999755859375,14.372345955678453,49.582690895080056,31.760000228881836,40.896344133213525,112.55039896906678,2092200,11832500,3126000,1732500,1644300,3769400,2536200,61419800,2025600,5425176
