Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-06-10 00:00:00-04:00,17.47417886500965,17.498112273546234,17.07370320479222,17.094444274902344,5306000,0.0,0.0
2019-06-11 00:00:00-04:00,17.180602773544813,17.244423676029204,16.984354601572818,17.124759674072266,5263500,0.0,0.0
2019-06-12 00:00:00-04:00,17.150289004261396,17.287504791677655,17.022647189814407,17.116783142089844,3579000,0.0,0.0
2019-06-13 00:00:00-04:00,17.23325919690814,17.38323979931332,17.153484190842228,17.257192611694336,3727500,0.0,0.0
2019-06-14 00:00:00-04:00,17.27154935619538,17.332179446902092,16.909364981335987,16.934894561767578,8430000,0.0,0.0
2019-06-17 00:00:00-04:00,16.86787431528913,16.89659470095362,16.43389293059291,16.612590789794922,6606500,0.0,0.0
2019-06-18 00:00:00-04:00,16.717900951237418,16.86787999690226,16.583877511692755,16.764171600341797,4595000,0.0,0.0
2019-06-19 00:00:00-04:00,16.607813086429466,17.038603856574312,16.607813086429466,16.950849533081055,6008000,0.0,0.0
2019-06-20 00:00:00-04:00,17.00030980347938,17.118379165561283,16.79129682862717,17.035411834716797,5157500,0.0,0.0
2019-06-21 00:00:00-04:00,17.06413424969008,17.097640118526037,16.87586230769144,17.0338191986084,5305500,0.0,0.0
2019-06-24 00:00:00-04:00,17.180601056653057,17.226871700853682,17.00828478932615,17.049768447875977,4198500,0.0,0.0
2019-06-25 00:00:00-04:00,17.06732180956714,17.145503676871456,16.907770301034237,17.01307487487793,4290000,0.0,0.0
2019-06-26 00:00:00-04:00,17.046583461016166,17.21411279998507,16.982762543083624,17.024246215820312,4075500,0.0,0.0
2019-06-27 00:00:00-04:00,17.038602209438576,17.351325100532435,16.912556568703362,17.26357078552246,5864500,0.0,0.0
2019-06-28 00:00:00-04:00,17.309835348427,17.41673604950849,17.175811951497845,17.359296798706055,5664000,0.0,0.0
2019-07-01 00:00:00-04:00,17.539594988604698,17.930498177273066,17.45503150029502,17.648090362548828,4873500,0.0,0.0
2019-07-02 00:00:00-04:00,17.670426606447986,17.77254034135891,17.544380987249127,17.633729934692383,5274000,0.0,0.0
