Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-06-10 00:00:00-04:00,24.962199782004888,25.355305360666872,24.943480043684673,25.037076950073242,2256800,0.0,0.0
2019-06-11 00:00:00-04:00,25.261707557125,25.261707557125,24.831164302325558,25.018356323242188,3373500,0.0,0.0
2019-06-12 00:00:00-04:00,24.906041198885436,24.906041198885436,24.363181309225983,24.512935638427734,3000600,0.0,0.0
2019-06-13 00:00:00-04:00,24.65333403984406,24.849885958886368,24.512939556926312,24.681413650512695,2477200,0.0,0.0
2019-06-14 00:00:00-04:00,24.643971381746212,24.7001288115179,24.32574297101912,24.559734344482422,1096700,0.0,0.0
2019-06-17 00:00:00-04:00,24.578452041865596,24.99963540799782,24.391258244554148,24.49421501159668,1047800,0.0,0.0
2019-06-18 00:00:00-04:00,24.606530894962674,24.906039533337054,24.578451290660464,24.64396858215332,1518600,0.0,0.0
2019-06-19 00:00:00-04:00,24.700125640980847,24.89667929777066,24.531651588078795,24.821802139282227,2077000,0.0,0.0
2019-06-20 00:00:00-04:00,25.07451489529537,25.121312453025254,24.78436432469041,24.96219825744629,1910200,0.0,0.0
2019-06-21 00:00:00-04:00,24.943480047384153,25.420822663345398,24.812445449548225,24.934120178222656,3803700,0.0,0.0
2019-06-24 00:00:00-04:00,24.86860391849129,24.99963852180277,24.522297671107346,24.541015625,3076700,0.0,0.0
2019-06-25 00:00:00-04:00,24.512935260260328,24.72820688201524,24.456776048766738,24.587812423706055,4267600,0.0,0.0
2019-06-26 00:00:00-04:00,24.718849832339377,24.775007265024694,24.494218316385503,24.503578186035156,1692800,0.0,0.0
2019-06-27 00:00:00-04:00,24.541011684417445,24.812442502221604,24.335099942961122,24.57845115661621,3886400,0.0,0.0
2019-06-28 00:00:00-04:00,24.643971120818406,24.971559397241055,24.587813691641305,24.906042098999023,4293100,0.0,0.0
2019-07-01 00:00:00-04:00,25.224268352124447,25.420820230064393,24.990277001122223,25.31786346435547,2545900,0.0,0.0
2019-07-02 00:00:00-04:00,25.355306274795765,25.402103837070978,24.812446340425467,24.849884033203125,2508800,0.0,0.0
2019-07-03 00:00:00-04:00,24.943479408590175,25.140033085522898,24.7562873857917,24.980918884277344,1628500,0.0,0.0
2019-07-05 00:00:00-04:00,24.906042355950675,25.008997346302117,24.728208412307268,24.934120178222656,2712200,0.0,0.0
2019-07-08 00:00:00-04:00,24.803083656547305,24.934118244219597,24.456775665283203,24.456775665283203,2326600,0.0,0.0
2019-07-09 00:00:00-04:00,24.38190192950888,24.51293832080867,24.073033368580113,24.363183975219727,2860600,0.0,0.0
2019-07-10 00:00:00-04:00,24.531657031537563,24.62525394671989,24.419342161488906,24.484859466552734,1565300,0.0,0.0
2019-07-11 00:00:00-04:00,24.494217045546698,24.65333125091024,24.40998000828291,24.559734344482422,1502400,0.0,0.0
2019-07-12 00:00:00-04:00,24.700130802526488,25.14939563255151,24.625253628391093,25.102596282958984,1846800,0.0,0.0
2019-07-15 00:00:00-04:00,24.924758163570218,25.27106615188579,24.887320475359328,25.17746925354004,1817300,0.0,0.0
2019-07-16 00:00:00-04:00,25.121314742062136,25.533140071417474,24.99963822453752,25.261709213256836,2177300,0.0,0.0
2019-07-17 00:00:00-04:00,25.224266956638942,25.224266956638942,24.269581868915086,24.353818893432617,2323500,0.0,0.0
2019-07-18 00:00:00-04:00,24.335103622209502,24.522297441080752,23.9326381612851,24.035594940185547,4226600,0.0,0.0
2019-07-19 00:00:00-04:00,24.129186629277683,24.21342365102383,23.29617627925601,23.342975616455078,4451000,0.0,0.0
2019-07-22 00:00:00-04:00,23.29617920079359,23.55825016633776,22.987310677393715,23.427215576171875,5534400,0.0,0.0
2019-07-23 00:00:00-04:00,23.6331300918737,24.26958695027897,23.576972658841648,24.19470977783203,3408200,0.0,0.0
2019-07-24 00:00:00-04:00,24.213428111475743,24.65333125091024,24.157268896491544,24.559734344482422,2085700,0.0,0.0
