Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-06-10 00:00:00-04:00,34.32722510941864,34.43263017990727,34.081275477256135,34.09006118774414,8651400,0.0,0.0
2019-06-11 00:00:00-04:00,34.169115010535265,34.25695200871247,34.02857380299173,34.14276123046875,8044300,0.0,0.0
2019-06-12 00:00:00-04:00,34.2481752880854,35.17047732386771,34.21303914272276,34.72249984741211,8776200,0.0,0.0
2019-06-13 00:00:00-04:00,34.97722815689876,35.41641987494196,34.696145725412464,35.372501373291016,5996200,0.0,0.0
2019-06-14 00:00:00-04:00,35.2056061786712,35.31101124216406,34.93330613465087,35.09141540527344,4964800,0.0,0.0
2019-06-17 00:00:00-04:00,35.17925894547465,35.22317745087131,34.39749815680566,34.406280517578125,6890500,0.0,0.0
2019-06-18 00:00:00-04:00,34.66100783217136,35.12655330829203,34.5028985536046,34.83668518066406,6630800,0.0,0.0
2019-06-19 00:00:00-04:00,34.76641397165874,34.83668289598737,34.04613655499958,34.309654235839844,6177800,0.0,0.0
2019-06-20 00:00:00-04:00,34.529257137577815,34.97723125532786,34.39749827018635,34.871826171875,7667200,0.0,0.0
2019-06-21 00:00:00-04:00,34.889506434204954,35.446537017822266,34.73919846799026,35.446537017822266,27707400,0.26,0.0
2019-06-24 00:00:00-04:00,35.358121087271634,36.14503543750863,35.243177518505334,35.75599670410156,7712600,0.0,0.0
2019-06-25 00:00:00-04:00,35.897471775949576,36.25998306914583,35.70295574221348,35.879791259765625,5953100,0.0,0.0
2019-06-26 00:00:00-04:00,35.85325777380479,36.100828806324834,35.72947394397297,35.9151496887207,4252300,0.0,0.0
2019-06-27 00:00:00-04:00,35.91514708430623,35.95935510991804,35.71178746820696,35.8355712890625,4981100,0.0,0.0
2019-06-28 00:00:00-04:00,35.90629666173231,36.6047947363355,35.82672088901985,36.52521896362305,5236400,0.0,0.0
2019-07-01 00:00:00-04:00,36.85237965381639,37.055739308054314,36.66670388771091,37.038055419921875,3751600,0.0,0.0
2019-07-02 00:00:00-04:00,37.038052497094874,37.197204104870764,36.76396068481369,36.81700897216797,4368400,0.0,0.0
2019-07-03 00:00:00-04:00,36.852373159160145,37.08225691865491,36.7551134780006,36.98500061035156,2952700,0.0,0.0
2019-07-05 00:00:00-04:00,36.51638396536355,37.04689036641277,36.47217594182345,37.020362854003906,3023500,0.0,0.0
2019-07-08 00:00:00-04:00,37.13530500148095,37.29445657845862,36.68437778194812,36.861209869384766,5176600,0.0,0.0
2019-07-09 00:00:00-04:00,36.834687881478054,36.95847169905332,36.640168526513456,36.82584762573242,4571800,0.0,0.0
2019-07-10 00:00:00-04:00,36.852367220614525,37.03804292407698,36.52522383267747,36.54290771484375,3635800,0.0,0.0
2019-07-11 00:00:00-04:00,36.61363987065322,36.71973979079525,36.31302061953777,36.54290771484375,4286900,0.0,0.0
2019-07-12 00:00:00-04:00,36.48101709518994,36.76395587309293,36.41912518613943,36.72858810424805,6417800,0.0,0.0
2019-07-15 00:00:00-04:00,36.72858670065144,37.00267846658457,36.507543213102295,36.97615432739258,4185000,0.0,0.0
2019-07-16 00:00:00-04:00,36.97614748465636,37.26792645319602,36.887731455141186,37.188350677490234,3424500,0.0,0.0
2019-07-17 00:00:00-04:00,37.20604571207603,37.20604571207603,36.27766025956662,36.3041877746582,4453800,0.0,0.0
2019-07-18 00:00:00-04:00,36.18923980892185,36.54291073577342,35.95935269461155,36.40143966674805,2873100,0.0,0.0
2019-07-19 00:00:00-04:00,36.59596097085975,36.772796443742244,36.481017407557715,36.5340690612793,3216600,0.0,0.0
2019-07-22 00:00:00-04:00,36.25112533569336,36.44564464851567,36.11849791824991,36.25112533569336,2729200,0.0,0.0
2019-07-23 00:00:00-04:00,36.46333937378231,36.48101988670158,36.00356846218559,36.3041877746582,4628900,0.0,0.0
2019-07-24 00:00:00-04:00,36.17155824810383,36.67553715887471,36.05661468356741,36.60480499267578,3074700,0.0,0.0
2019-07-25 00:00:00-04:00,36.64017037293726,36.7551139405593,36.27765915768892,36.357234954833984,3160000,0.0,0.0
2019-07-26 00:00:00-04:00,36.33071881182915,36.57828651395897,36.18925107163254,36.427978515625,2874600,0.0,0.0
2019-07-29 00:00:00-04:00,36.454489947131655,36.534065734038826,36.047770757542054,36.17155456542969,3405800,0.0,0.0
2019-07-30 00:00:00-04:00,36.02125693631489,36.50755205209066,35.923997238588385,36.4898681640625,3695000,0.0,0.0
2019-07-31 00:00:00-04:00,36.64900752745387,37.88684891976065,36.534063980138136,37.52433776855469,8660400,0.0,0.0
2019-08-01 00:00:00-04:00,37.285613661938804,37.86917170389758,36.77279452744524,37.14414596557617,6032700,0.0,0.0
